Motilal Oswal Focused 25 Fund (MOF25) - Direct Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25) - Regular Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,SBI FOCUSED EQUITY FUND - DIRECT PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,SBI FOCUSED EQUITY FUND - REGULAR  PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,Baroda Banking And Financial Services Fund - Plan A - Bonus Option,Baroda Banking and Financial Services Fund - Plan A - Dividend,Baroda Banking and Financial Services Fund - Plan A - Growth Option,Sundaram Select Focus - Direct Plan - Dividend Option,Sundaram Select Focus - Direct Plan - Growth Option,Sundaram Select Focus-Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,HDFC Focused 30 Fund - DIVIDEND,HDFC Focused 30 Fund - GROWTH,HDFC Focused 30 Fund -Direct Plan - Dividend Option,ICICI Prudential Focused Equity Fund - Direct Plan - Dividend,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,ICICI Prudential Focused Equity Fund - Dividend
15.1868,14.7122,16.3899,15.8856,28.7599,88.6467,21.3935,86.911,15.37,14.3,15.37,13.3841,123.8575,13.2291,13.83,16.33,13.62,16.09,19.21,56.784,19.569,22.95,22.95,18.86
15.0101,14.5398,16.1992,15.6994,28.5169,87.8976,21.2111,86.1701,15.26,14.2,15.26,13.2917,123.003,13.1371,13.68,16.15,13.47,15.91,18.976,56.093,19.331,22.79,22.79,18.73
14.918,14.4502,16.0999,15.6027,28.3705,87.4463,21.1017,85.7253,15.31,14.24,15.31,13.2894,122.9814,13.1346,13.65,16.12,13.45,15.88,19.098,56.456,19.457,22.8,22.8,18.73
15.0986,14.6247,16.2948,15.7911,28.6136,88.1955,21.2819,86.4573,15.47,14.39,15.47,13.4251,124.2367,13.2685,13.79,16.28,13.58,16.04,19.227,56.836,19.588,23.06,23.06,18.95
14.8389,14.3726,16.0145,15.5189,28.3727,87.4531,21.1022,85.7274,15.17,14.11,15.17,13.2186,122.3262,13.0642,13.54,15.99,13.34,15.75,18.848,55.716,19.203,22.63,22.63,18.59
14.883,14.4147,16.062,15.5644,28.2335,87.024,20.9981,85.3044,15.33,14.26,15.33,13.2492,122.609,13.0942,13.62,16.08,13.41,15.84,18.897,55.86,19.253,22.56,22.55,18.53
14.9318,14.4606,16.1147,15.6139,28.3741,87.4572,21.1009,85.7221,15.29,14.22,15.29,13.2938,123.0217,13.1377,13.61,16.06,13.4,15.82,18.93,55.957,19.287,22.58,22.57,18.55
14.985,14.5118,16.1721,15.6692,28.4204,87.6,21.1349,85.8601,15.39,14.32,15.39,13.3524,123.5646,13.1955,13.73,16.21,13.52,15.96,19.039,56.281,19.399,22.74,22.73,18.68
15.1536,14.6749,16.3541,15.8453,28.6703,88.3704,21.3203,86.6133,15.42,14.34,15.42,13.4318,124.2985,13.2761,13.84,16.34,13.63,16.1,19.225,56.829,19.588,22.79,22.78,18.72
15.2606,14.7782,16.4695,15.9569,28.9493,89.2302,21.5272,87.4541,15.57,14.48,15.57,13.5678,125.5578,13.4105,13.99,16.52,13.78,16.27,19.409,57.374,19.776,22.92,22.91,18.82
15.3443,14.8591,16.5599,16.0442,28.8852,89.0328,21.4791,87.2585,15.67,14.58,15.67,13.6441,126.2632,13.4858,14.13,16.69,13.91,16.43,19.487,57.605,19.856,22.96,22.96,18.86
15.5576,15.065,16.7901,16.2665,29.0809,89.6359,21.6231,87.8437,16.08,14.96,16.08,13.8225,127.914,13.662,14.51,17.13,14.28,16.87,19.781,58.473,20.156,23.31,23.31,19.14
15.5866,15.0928,16.8214,16.2965,29.3306,90.4054,21.8082,88.5956,16.12,14.99,16.12,13.8574,128.2378,13.6965,14.51,17.13,14.28,16.87,19.887,58.787,20.265,23.3,23.3,19.13
15.4918,15.0007,16.7191,16.1972,29.2754,90.2355,21.7667,88.4268,16.1,14.98,16.1,13.8169,127.8623,13.6563,14.45,17.06,14.22,16.8,19.691,58.206,20.065,23.21,23.21,19.06
15.6121,15.1169,16.8489,16.3226,29.2537,90.1686,21.75,88.3591,16.2,15.07,16.2,13.8662,128.3185,13.705,14.57,17.2,14.34,16.94,19.708,58.258,20.083,23.32,23.32,19.15
15.6002,15.1052,16.8361,16.31,29.405,90.6348,21.8619,88.8136,16.1,14.98,16.1,13.8491,128.1609,13.6881,14.51,17.13,14.28,16.87,19.667,58.137,20.042,23.3,23.29,19.13
15.3903,14.9012,16.6095,16.0896,29.1161,89.7443,21.6455,87.9344,15.95,14.84,15.95,13.7645,127.3768,13.6038,14.45,17.06,14.22,16.79,19.432,57.441,19.803,23.06,23.06,17.45
15.4748,14.9826,16.7007,16.1775,29.5398,91.0503,21.9599,89.2117,15.99,14.87,15.99,13.83,127.9835,13.6686,14.49,17.11,14.26,16.85,19.576,57.867,19.95,23.09,23.09,17.47
15.6837,15.1845,16.9262,16.3955,29.7974,91.8443,22.1508,89.9874,16.22,15.09,16.22,13.973,129.3067,13.8098,14.69,17.35,14.46,17.08,19.802,58.535,20.181,23.43,23.42,17.72
15.7581,15.2561,17.0065,16.4729,29.8943,92.1432,22.2223,90.278,16.26,15.13,16.26,14.0002,129.5588,13.8367,14.75,17.42,14.52,17.14,19.784,58.483,20.163,23.38,23.37,17.68
15.7318,15.2302,16.9781,16.4449,29.9742,92.3892,22.2811,90.5168,16.37,15.22,16.37,14.0316,129.849,13.8676,14.86,17.54,14.62,17.27,19.897,58.816,20.278,23.44,23.43,17.73
15.8194,15.3137,17.0726,16.5351,30.2122,93.123,22.4564,91.229,16.42,15.27,16.42,14.0911,130.3994,13.9262,14.95,17.65,14.71,17.38,20.097,59.406,20.483,23.5,23.5,17.78
15.9056,15.3967,17.1657,16.6247,30.3057,93.411,22.5254,91.5092,16.42,15.27,16.42,14.1025,130.5055,13.9375,14.99,17.7,14.75,17.42,20.154,59.575,20.541,23.42,23.41,17.71
15.7548,15.2504,17.003,16.4667,29.9779,92.4008,22.2813,90.5177,16.09,14.97,16.09,13.9455,129.0518,13.7822,14.63,17.27,14.4,17,19.92,58.883,20.303,23.05,23.05,17.43
15.7264,15.2225,16.9723,16.4366,30.0005,92.4705,22.2976,90.584,16.14,15.01,16.14,13.8977,128.6095,13.7349,14.67,17.33,14.44,17.05,19.873,58.745,20.256,23.04,23.04,17.43
15.7796,15.2735,17.0297,16.4917,30.1391,92.8977,22.4002,91.0005,16.29,15.16,16.29,13.9395,128.9966,13.7762,14.85,17.54,14.61,17.26,20.085,59.372,20.473,23.19,23.19,17.54
15.9689,15.4555,17.234,16.6882,30.2506,93.2414,22.4814,91.3306,16.45,15.31,16.45,14.0611,130.1219,13.8962,15.03,17.74,14.78,17.46,20.311,60.039,20.704,23.44,23.43,17.72
15.9339,15.4211,17.1962,16.6511,30.2061,93.1043,22.4478,91.1938,16.35,15.21,16.35,14.0631,130.1402,13.8981,14.99,17.7,14.75,17.42,20.355,60.17,20.749,23.4,23.39,17.69
16.0932,15.5749,17.3681,16.8171,30.2217,93.1522,22.4587,91.2382,16.37,15.23,16.37,14.1646,131.0799,13.9984,15.02,17.74,14.78,17.45,20.514,60.64,20.911,23.55,23.55,17.81
16.3263,15.8001,17.6198,17.0603,30.4054,93.7187,22.5946,91.7905,16.67,15.5,16.67,14.2851,132.194,14.1173,15.21,17.96,14.96,17.67,20.749,61.333,21.151,23.68,23.67,17.9
16.3175,15.7911,17.6102,17.0506,30.4926,93.9871,22.6587,92.0509,16.59,15.43,16.59,14.3008,132.339,14.1328,15.22,17.98,14.98,17.69,20.845,61.617,21.249,23.73,23.73,17.95
16.342,15.8135,17.6367,17.0748,30.5284,94.0976,22.6835,92.1516,16.53,15.38,16.53,14.3083,132.4082,14.14,15.16,17.9,14.91,17.61,20.926,61.859,21.333,23.63,23.62,17.86
16.0678,15.5477,17.3408,16.7878,30.2693,93.2989,22.4904,91.367,16.28,15.14,16.28,14.2453,131.8254,14.0777,14.95,17.65,14.71,17.37,20.821,61.547,21.226,23.62,23.62,17.86
16.2047,15.6798,17.4885,16.9303,30.3783,93.635,22.5708,91.6938,16.52,15.37,16.52,14.3797,133.0691,14.2104,15.21,17.96,14.96,17.67,21.04,62.194,21.45,23.81,23.81,18
16.1242,15.6014,17.4016,16.8458,30.3749,93.6244,22.5677,91.6811,16.41,15.27,16.41,14.3547,132.8384,14.1857,15.22,17.97,14.97,17.68,21.039,62.193,21.449,23.8,23.79,17.99
16.0713,15.5495,17.3445,16.7898,30.1157,92.8257,22.3746,90.8966,16.22,15.09,16.22,14.2576,131.9393,14.0897,15.16,17.9,14.92,17.62,20.787,61.446,21.192,23.6,23.6,17.84
15.8792,15.3617,17.1372,16.5869,29.7629,91.738,22.1108,89.8249,15.87,14.76,15.87,14.0374,129.9014,13.8719,14.84,17.52,14.59,17.23,20.412,60.339,20.811,23.18,23.17,17.52
15.9236,15.404,17.1851,16.6326,29.921,92.2256,22.2279,90.3005,15.9,14.79,15.9,14.0433,129.9564,13.8777,14.91,17.6,14.66,17.31,20.431,60.394,20.831,23.11,23.11,17.47
16.063,15.5382,17.3356,16.7775,30.0954,92.7628,22.3569,90.8246,15.97,14.85,15.97,14.0976,130.4585,13.9313,15.01,17.72,14.76,17.43,20.723,61.258,21.129,23.23,23.23,17.56
16.152,15.6239,17.4317,16.87,30.4107,93.7349,22.5907,91.7744,16.05,14.93,16.05,14.123,130.6943,13.9564,15.14,17.87,14.89,17.58,20.947,61.92,21.358,23.4,23.39,17.68
16.2607,15.7285,17.5489,16.983,30.7641,94.8241,22.8527,92.8388,16.31,15.18,16.31,14.2514,131.8818,14.0831,15.3,18.06,15.04,17.77,21.088,62.337,21.502,23.63,23.63,17.86
16.3045,15.7696,17.5962,17.0273,30.8513,95.0929,22.9159,93.0955,16.5,15.34,16.5,14.2871,132.2125,14.1183,15.39,18.17,15.13,17.87,21.175,62.594,21.592,23.67,23.66,17.89
16.3876,15.8496,17.6859,17.1137,30.9506,95.3988,22.989,93.3926,16.56,15.41,16.56,14.2793,132.1404,14.1105,15.39,18.17,15.14,17.88,21.181,62.612,21.598,23.56,23.55,17.8
16.4598,15.9189,17.7638,17.1886,31.2635,96.3633,23.2208,94.3343,16.5,15.35,16.5,14.3398,132.7001,14.1702,15.43,18.21,15.17,17.92,21.335,63.068,21.756,23.68,23.67,17.89
16.6042,16.0581,17.9196,17.3389,31.3935,96.7642,23.3168,94.7242,16.54,15.38,16.54,14.3762,133.037,14.2061,15.44,18.22,15.18,17.92,21.345,63.097,21.767,23.69,23.68,17.9
16.6332,16.0854,17.951,17.3684,31.3196,96.5364,23.2613,94.4987,16.43,15.28,16.43,14.3496,132.7912,14.1798,15.37,18.14,15.11,17.84,21.476,63.484,21.9,23.77,23.76,17.96
16.6631,16.1118,17.9832,17.3968,31.6324,97.5007,23.4918,95.4353,16.41,15.27,16.41,14.2958,132.2927,14.1264,15.28,18.05,15.03,17.75,21.41,63.289,21.834,23.6,23.6,17.83
16.5889,16.0392,17.9031,17.3184,31.3728,96.7004,23.2984,94.6498,16.19,15.06,16.19,14.2028,131.4326,14.0345,15.14,17.88,14.89,17.58,21.124,62.442,21.542,23.46,23.45,17.72
16.2085,15.6706,17.4926,16.9204,30.8724,95.158,22.9262,93.1377,15.73,14.63,15.73,13.9864,129.4295,13.8206,14.72,17.38,14.48,17.1,20.645,61.027,21.055,23.21,23.2,17.53
16.298,15.7566,17.5891,17.0133,30.829,95.0242,22.8934,93.0044,15.78,14.68,15.78,14.0115,129.6622,13.8454,14.74,17.4,14.49,17.11,20.556,60.764,20.964,23.2,23.19,17.52
16.6275,16.0747,17.9448,17.3568,31.3764,96.7115,23.2993,94.6535,16.21,15.08,16.21,14.2281,131.6663,14.0593,15.15,17.89,14.9,17.59,20.938,61.894,21.354,23.57,23.56,17.8
16.5889,16.0358,17.9031,17.3148,31.2934,96.4557,23.236,94.3962,16.29,15.16,16.29,14.1543,130.9837,13.9862,15.24,17.99,14.98,17.69,20.875,61.708,21.292,23.51,23.5,17.75
16.6622,16.1062,17.9822,17.3908,31.5875,97.3623,23.4539,95.2812,16.28,15.14,16.28,14.1912,131.3247,14.0226,15.2,17.95,14.94,17.65,21.061,62.258,21.482,23.46,23.46,17.72
16.6819,16.1247,18.0035,17.4107,31.8313,98.1136,23.6343,96.0142,16.18,15.05,16.18,14.2019,131.4236,14.0331,15.15,17.89,14.9,17.59,21.157,62.539,21.579,23.49,23.49,17.74
16.4222,15.8732,17.7232,17.1392,31.3922,96.7602,23.3077,94.6876,15.82,14.71,15.82,13.9809,129.3793,13.8148,14.76,17.43,14.51,17.14,20.755,61.352,21.17,23.18,23.17,17.5
16.2072,15.6649,17.4912,16.9143,31.1561,96.0326,23.1319,93.9735,15.61,14.52,15.61,13.8826,128.4693,13.7175,14.57,17.2,14.33,16.92,20.534,60.7,20.945,22.99,22.98,17.36
15.1668,14.6579,16.3683,15.8269,29.4327,90.7202,21.8507,88.7685,14.54,13.53,14.54,13.1851,122.0148,13.0282,13.5,15.94,13.27,15.67,19.019,56.221,19.401,21.66,21.66,16.36
15.284,14.7707,16.4949,15.9488,29.554,91.0938,21.9402,89.132,14.9,13.86,14.9,13.2873,122.9606,13.1291,13.74,16.23,13.51,15.95,19.257,56.926,19.644,21.85,21.85,16.5
15.028,14.5229,16.2186,15.6812,29.5588,91.1088,21.9432,89.1443,14.68,13.65,14.68,13.1893,122.0539,13.0323,13.61,16.07,13.38,15.8,19.285,57.007,19.672,21.68,21.68,16.37
15.3311,14.8153,16.5457,15.9969,30.0953,92.7622,22.3409,90.7596,14.95,13.91,14.95,13.3788,123.8073,13.2194,13.91,16.42,13.67,16.15,19.821,58.591,20.22,22.05,22.05,16.65
15.3565,14.8394,16.5731,16.023,30.0318,92.5668,22.2932,90.566,14.93,13.89,14.93,13.4482,124.4496,13.288,13.83,16.33,13.6,16.06,19.968,59.027,20.37,22.24,22.24,16.79
15.2823,14.7659,16.493,15.9436,29.9341,92.2654,22.2189,90.2641,14.9,13.86,14.9,13.3905,123.9157,13.2308,13.88,16.39,13.65,16.11,19.796,58.517,20.195,22.08,22.07,16.67
14.9124,14.4081,16.0938,15.5572,29.4299,90.7113,21.8441,88.7415,14.41,13.41,14.41,13.1314,121.5175,12.9747,13.44,15.86,13.21,15.6,19.29,57.022,19.68,21.6,21.6,16.31
14.8617,14.3586,16.0391,15.5038,29.362,90.5022,21.7932,88.5347,14.18,13.19,14.18,13.0248,120.531,12.8693,13.26,15.65,13.03,15.39,19.162,56.645,19.55,21.37,21.37,16.13
15.0619,14.5515,16.2551,15.7121,29.6193,91.2951,21.9836,89.3082,14.46,13.45,14.46,13.1806,121.9729,13.0232,13.59,16.05,13.36,15.78,19.391,57.322,19.784,21.7,21.69,16.38
14.7727,14.2716,15.943,15.4099,29.2847,90.2638,21.7347,88.2971,14.09,13.11,14.09,12.9573,119.907,12.8026,13.3,15.7,13.07,15.44,18.969,56.073,19.353,21.28,21.27,16.06
14.4905,13.9977,15.6385,15.1141,28.8454,88.9098,21.4071,86.9664,13.82,12.85,13.82,12.7842,118.3043,12.6313,13.08,15.44,12.85,15.18,18.701,55.279,19.08,21.11,21.11,15.93
14.6281,14.1301,15.7869,15.257,28.9147,89.1235,21.4581,87.1734,14.29,13.29,14.29,12.9511,119.8495,12.7962,13.35,15.77,13.13,15.5,19.053,56.322,19.441,21.5,21.49,16.22
15.0222,14.5103,16.2124,15.6676,29.2684,90.2135,21.7201,88.2376,14.53,13.52,14.53,13.1662,121.84,13.0087,13.56,16.01,13.33,15.74,19.493,57.623,19.89,21.83,21.83,16.48
15.0417,14.5287,16.2334,15.6874,29.3335,90.4144,21.7679,88.4321,14.49,13.48,14.49,13.1508,121.6974,12.9934,13.53,15.98,13.3,15.7,19.501,57.647,19.899,21.71,21.7,16.38
15.134,14.6173,16.3329,15.7831,29.3646,90.51,21.7905,88.5237,14.51,13.49,14.51,13.1503,121.692,12.9928,13.59,16.04,13.36,15.77,19.519,57.699,19.917,21.69,21.68,16.37
15.266,14.7434,16.4754,15.9193,29.6238,91.3091,21.9813,89.2989,14.75,13.72,14.75,13.2822,122.9127,13.1229,13.78,16.27,13.55,16,19.705,58.249,20.108,21.96,21.96,16.57
15.1287,14.6103,16.3273,15.7756,29.4925,90.9043,21.8832,88.9004,14.62,13.6,14.62,13.2138,122.2804,13.0554,13.68,16.15,13.44,15.87,19.522,57.707,19.921,21.81,21.81,16.46
15.0108,14.4959,16.2,15.6521,29.4761,90.8536,21.8704,88.8484,14.8,13.77,14.8,13.2872,122.9591,13.1278,13.77,16.26,13.53,15.98,19.59,57.909,19.991,22,22,16.6
15.1614,14.6403,16.3625,15.8079,29.8446,91.9896,22.1426,89.9543,15.14,14.08,15.14,13.4076,124.0737,13.2467,13.87,16.38,13.63,16.1,19.759,58.408,20.164,22.34,22.34,16.86
15.2223,14.6975,16.4282,15.8697,29.9181,92.2161,22.1954,90.1684,15.24,14.18,15.24,13.4235,124.2209,13.2622,14,16.53,13.76,16.25,19.879,58.763,20.288,22.46,22.45,16.94
14.9978,14.4802,16.186,15.6351,29.4447,90.7572,21.8436,88.7396,14.84,13.8,14.84,13.1941,122.0978,13.0355,13.68,16.15,13.45,15.88,19.503,57.651,19.905,21.99,21.99,16.59
15.0646,14.5441,16.2581,15.7041,29.6735,91.4623,22.0128,89.4269,14.99,13.94,14.99,13.2385,122.509,13.0794,13.83,16.32,13.59,16.05,19.543,57.77,19.946,22,21.99,16.59
15.0367,14.5167,16.228,15.6745,29.7366,91.657,22.0592,89.6151,14.98,13.94,14.98,13.2607,122.7138,13.1012,13.8,16.3,13.56,16.02,19.578,57.873,19.982,22.01,22.01,16.61
14.9107,14.3929,16.0919,15.5408,29.6708,91.4542,22.0083,89.4086,14.92,13.88,14.92,13.1514,121.7022,12.993,13.75,16.23,13.51,15.95,19.312,57.088,19.712,21.8,21.79,16.44
15.097,14.5722,16.293,15.7344,29.716,91.5933,22.0413,89.5427,15.07,14.02,15.07,13.2433,122.5528,13.0838,14.01,16.54,13.77,16.26,19.358,57.223,19.76,21.89,21.89,16.51
15.2826,14.7508,16.4934,15.9273,29.823,91.9232,22.1203,89.8634,15.02,13.97,15.02,13.3911,123.9205,13.2274,14.11,16.66,13.86,16.37,19.603,57.946,20.009,22.15,22.15,16.71
15.3705,14.8351,16.5882,16.0183,29.8414,91.98,22.1335,89.917,14.97,13.92,14.97,13.4282,124.2639,13.264,14.04,16.58,13.8,16.29,19.615,57.983,20.023,22.04,22.04,16.62
15.6097,15.064,16.8464,16.2655,30.2068,93.1063,22.4026,91.0102,15.34,14.27,15.34,13.6591,126.4006,13.4918,14.38,16.98,14.13,16.69,19.988,59.085,20.405,22.51,22.5,16.97
15.5171,14.9741,16.7464,16.1684,30.2913,93.3668,22.4647,91.2627,15.25,14.19,15.25,13.6784,126.5787,13.5108,14.33,16.92,14.08,16.63,19.987,59.082,20.404,22.6,22.59,17.04
15.5307,14.9868,16.7611,16.1821,30.4573,93.8785,22.5873,91.7606,15.26,14.19,15.26,13.6882,126.6699,13.5205,14.34,16.93,14.09,16.64,20.051,59.271,20.47,22.66,22.65,17.08
15.4863,14.9434,16.7132,16.1353,30.3743,93.6226,22.5251,91.5081,15.14,14.09,15.14,13.6159,126.0009,13.449,14.23,16.81,13.99,16.52,19.984,59.074,20.402,22.56,22.56,17.01
15.4615,14.919,16.6864,16.1089,30.6848,94.5797,22.7549,92.4415,15.2,14.14,15.2,13.6745,126.5428,13.5068,14.24,16.82,13.99,16.52,20.227,59.792,20.65,22.79,22.79,17.18
15.3674,14.8267,16.5848,16.0093,30.6393,94.4393,22.7195,92.2977,15.18,14.12,15.18,13.5944,125.8014,13.4275,14.17,16.73,13.92,16.44,20.11,59.447,20.533,22.75,22.75,17.15
15.2683,14.7306,16.4779,15.9055,30.5948,94.3021,22.686,92.1615,15.17,14.11,15.17,13.5755,125.6268,13.4088,14.14,16.7,13.89,16.41,20.131,59.508,20.554,22.65,22.64,17.07
15.2976,14.7585,16.5096,15.9356,30.6455,94.4585,22.7231,92.3122,15.08,14.03,15.08,13.5158,125.0745,13.3498,14.18,16.74,13.93,16.45,20.08,59.356,20.502,22.59,22.58,17.03
15.3982,14.855,16.6181,16.0398,30.7367,94.7395,22.7901,92.5847,15.17,14.11,15.17,13.6175,126.0152,13.4501,14.32,16.9,14.06,16.61,20.388,60.266,20.817,22.79,22.79,17.18
15.4951,14.948,16.7226,16.1402,30.8096,94.9643,22.8437,92.8022,15.36,14.29,15.36,13.7104,126.8749,13.5418,14.4,17.01,14.15,16.71,20.493,60.578,20.925,23.03,23.02,17.36
15.5744,15.023,16.8083,16.2212,30.8082,94.9599,22.841,92.7912,15.32,14.25,15.32,13.7629,127.3609,13.5935,14.34,16.93,14.08,16.63,20.536,60.705,20.97,22.98,22.97,17.32
15.6379,15.0838,16.8768,16.2868,31.0023,95.5582,22.9843,93.3735,15.3,14.23,15.3,13.78,127.5188,13.6103,14.37,16.96,14.11,16.67,20.579,60.833,21.015,23.03,23.02,17.36
15.5874,15.0346,16.8223,16.2337,30.9615,95.4324,22.9534,93.2481,15.21,14.15,15.21,13.7633,127.3647,13.5938,14.3,16.89,14.05,16.59,20.617,60.945,21.054,22.91,22.91,17.27
15.4757,14.9259,16.7017,16.1163,30.9645,95.4416,22.9545,93.2523,15.38,14.3,15.38,13.8284,127.9671,13.658,14.34,16.93,14.08,16.63,20.654,61.053,21.093,22.94,22.94,17.29
15.3764,14.8286,16.5945,16.0113,30.9394,95.3642,22.9342,93.17,15.27,14.21,15.27,13.7798,127.517,13.6098,14.27,16.85,14.02,16.55,20.567,60.798,21.006,22.93,22.93,17.28
15.3253,14.779,16.5395,15.9577,31.0838,95.8094,23.0408,93.6031,15.26,14.19,15.26,13.7662,127.3917,13.5964,14.25,16.82,13.99,16.52,20.52,60.658,20.958,22.87,22.87,17.23
15.2402,14.6964,16.4476,15.8686,31.0209,95.6155,22.9937,93.4117,14.87,13.83,14.87,13.6618,126.4257,13.4932,14.06,16.6,13.81,16.3,20.422,60.368,20.858,22.74,22.73,17.13
15.1129,14.5731,16.3102,15.7354,31.0335,95.6542,23.0025,93.4476,14.74,13.72,14.74,13.5578,125.4626,13.3904,13.99,16.52,13.74,16.22,20.274,59.929,20.707,22.55,22.55,16.99
15.1934,14.6503,16.3971,15.8187,30.9568,95.4178,22.9452,93.2147,14.86,13.82,14.86,13.5005,124.9329,13.3338,14.01,16.54,13.76,16.25,20.073,59.335,20.502,22.48,22.48,16.94
15.1632,14.6197,16.3645,15.7857,30.7961,94.9225,22.8246,92.7249,14.86,13.82,14.86,13.5027,124.9524,13.3357,14.03,16.56,13.78,16.27,20.046,59.257,20.477,22.48,22.48,16.94
15.1503,14.6069,16.3506,15.7719,30.9136,95.2847,22.9112,93.0765,14.86,13.82,14.86,13.5426,125.3225,13.3752,14.08,16.62,13.82,16.33,20.085,59.372,20.517,22.52,22.52,16.97
15.1375,14.594,16.3368,15.758,30.9565,95.4169,22.9424,93.2034,14.8,13.77,14.8,13.5072,124.9948,13.3402,14.06,16.6,13.8,16.3,20.113,59.454,20.546,22.55,22.55,16.99
15.0304,14.4903,16.2212,15.646,30.5272,94.0938,22.6238,91.9088,14.59,13.57,14.59,13.374,123.7618,13.2085,13.85,16.35,13.6,16.06,19.908,58.848,20.337,22.43,22.42,16.89
15.0267,14.4862,16.2172,15.6415,30.3069,93.4145,22.4599,91.2431,14.65,13.63,14.65,13.3977,123.9811,13.2318,13.87,16.38,13.62,16.09,19.933,58.924,20.363,22.43,22.42,16.89
14.9646,14.4248,16.1501,15.5753,30.509,94.0375,22.6081,91.845,14.6,13.59,14.6,13.3374,123.4233,13.1722,13.87,16.37,13.62,16.08,20.021,59.182,20.454,22.38,22.37,16.85
14.7838,14.2501,15.9551,15.3866,30.0773,92.7071,22.2877,90.5435,14.46,13.45,14.46,13.1641,121.8197,13.001,13.69,16.17,13.44,15.88,19.873,58.746,20.304,22.11,22.1,16.65
14.8604,14.3225,16.0377,15.4648,30.0759,92.7026,22.2849,90.5325,14.54,13.52,14.54,13.1282,121.4871,12.9653,13.69,16.17,13.44,15.88,19.994,59.103,20.429,22.05,22.05,16.61
14.8426,14.3038,16.0184,15.4446,30.1289,92.8659,22.3226,90.6857,14.72,13.69,14.72,13.1499,121.6877,12.9866,13.8,16.3,13.56,16.01,20.231,59.803,20.672,22.16,22.16,16.69
14.9003,14.3589,16.0808,15.5042,30.2344,93.1911,22.4003,91.0013,14.67,13.65,14.67,13.1618,121.7983,12.9983,13.75,16.24,13.5,15.95,20.186,59.67,20.627,22.24,22.23,16.74
14.7921,14.2542,15.964,15.391,30.0927,92.7544,22.2948,90.5728,14.4,13.39,14.4,13.0077,120.3723,12.8461,13.56,16.01,13.32,15.72,20.01,59.149,20.447,21.96,21.95,16.53
15.102,14.5523,16.2985,15.713,30.3807,93.6419,22.5076,91.4373,14.6,13.58,14.6,13.1552,121.7372,12.9917,13.78,16.28,13.53,15.98,20.411,60.335,20.857,22.26,22.25,16.76
15.1715,14.6188,16.3734,15.7847,30.4872,93.9703,22.5861,91.7559,14.59,13.57,14.59,13.1969,122.123,13.0328,13.83,16.33,13.58,16.04,20.549,60.744,20.999,22.25,22.24,16.75
15.0884,14.5372,16.2837,15.6967,30.5378,94.1261,22.6219,91.9015,14.59,13.57,14.59,13.1857,122.0188,13.0204,13.83,16.33,13.58,16.04,20.688,61.154,21.142,22.28,22.27,16.77
15.0607,14.51,16.2538,15.6673,30.408,93.7262,22.5252,91.5089,14.55,13.53,14.55,13.1508,121.6959,12.9858,13.85,16.36,13.6,16.06,20.605,60.908,21.058,22.21,22.21,16.72
15.0021,14.4526,16.1906,15.6053,30.3347,93.5003,22.4698,91.2837,14.59,13.57,14.59,13.2051,122.1987,13.0394,13.9,16.41,13.64,16.11,20.743,61.316,21.2,22.39,22.38,16.85
15.0931,14.5398,16.2888,15.6994,30.5242,94.0845,22.6096,91.8516,14.86,13.82,14.86,13.302,123.0956,13.135,14.13,16.69,13.87,16.38,20.927,61.861,21.389,22.55,22.55,16.97
15.0811,14.5267,16.2758,15.6853,30.5574,94.1867,22.6325,91.9447,14.9,13.86,14.9,13.3109,123.1773,13.1435,14.19,16.75,13.93,16.45,21.104,62.385,21.572,22.67,22.67,17.06
15.1068,14.551,16.3036,15.7116,30.4438,93.8364,22.5478,91.6006,14.85,13.82,14.85,13.3313,123.3667,13.1636,14.17,16.73,13.91,16.43,21.013,62.116,21.479,22.66,22.65,17.05
15.0775,14.5223,16.272,15.6806,30.3948,93.6856,22.511,91.4513,14.71,13.68,14.71,13.2845,122.9337,13.1174,14.07,16.61,13.81,16.31,20.898,61.775,21.362,22.52,22.51,16.95
15.0754,14.5198,16.2697,15.6778,30.2811,93.3349,22.4263,91.1069,14.62,13.6,14.62,13.2001,122.1525,13.034,14.01,16.54,13.76,16.24,20.763,61.376,21.224,22.33,22.33,16.81
14.9026,14.3529,16.0832,15.4976,30.06,92.6536,22.262,90.4397,14.45,13.44,14.45,13.0783,121.0255,12.9137,13.83,16.33,13.57,16.03,20.688,61.154,21.148,22.12,22.11,16.64
14.8502,14.3009,16.0266,15.4415,30.1142,92.8205,22.3007,90.5965,14.47,13.46,14.47,13.0371,120.6445,12.8729,13.82,16.31,13.56,16.02,20.7,61.19,21.162,22.12,22.12,16.65
